timestamp_ms,frame_id,is_valid,lateral_deviation,yaw_angle,curvature_0,curvature_1,curvature_2,curvature_3,velocity,prev_steering,expert_steering,servo_command,lane_width_px
1775441656917,87,1,-0.0128958,-0.0410844,0.10391,0.103874,0.103836,0.103796,0.04,2.0208,2.01726,99,357.357
1775441657041,88,1,-0.0126437,-0.0423502,0.0992204,0.0991868,0.0991513,0.0991138,0.04,2.01726,2.03333,100,357.753
1775441657181,89,1,-0.0118156,-0.0466691,0.0849225,0.0848956,0.0848675,0.0848381,0.04,2.03333,2.09064,100,358.027
1775441657304,90,1,-0.0114473,-0.0465561,0.0869378,0.0869097,0.0868802,0.0868494,0.04,2.09064,2.0625,100,358.392
1775441657413,91,1,-0.0108409,-0.0496372,0.0757078,0.0756852,0.0756616,0.0756372,0.04,2.0625,2.10214,100,358.039
1775441657539,92,1,-0.0101373,-0.0531185,0.0624186,0.0624022,0.0623853,0.0623679,0.04,2.10214,2.14558,100,358.086
1775441657655,93,1,-0.00896396,-0.0579652,0.0384275,0.0384207,0.0384139,0.0384069,0.04,2.14558,2.1918,100,358.294
1775441657762,94,1,-0.00788826,-0.0622857,0.0209281,0.0209259,0.0209237,0.0209216,0.04,2.1918,2.23157,100,357.786
1775441657879,95,1,-0.00729352,-0.0656512,0.00450193,0.00450182,0.00450172,0.00450161,0.04,2.23157,2.27888,100,357.812
1775441658000,96,1,-0.00619414,-0.0706346,0.0247437,0.0247471,0.0247504,0.0247537,0.04,2.27888,2.34092,100,357.938
1775441658120,97,1,-0.00497888,-0.0765369,0.0549056,0.0549236,0.0549412,0.0549584,0.04,2.34092,2.42138,100,357.884
1775441658236,98,1,-0.00455496,-0.0798789,0.0774134,0.0774504,0.0774866,0.0775218,0.04,2.42138,2.48604,100,358.054
1775441658356,99,1,-0.00368618,-0.0853754,0.106914,0.10699,0.107063,0.107133,0.04,2.48604,2.57934,100,358.009
1775441658476,100,1,-0.00241092,-0.09196,0.146828,0.14698,0.147127,0.147267,0.04,2.57934,2.6757,100,358.355
1775441658591,101,1,-0.00211805,-0.0936338,0.164893,0.165089,0.165275,0.165453,0.04,2.6757,2.7036,101,358.704
1775441658698,102,1,-0.00122177,-0.0982106,0.197475,0.197769,0.198047,0.19831,0.04,2.7036,2.77065,101,358.627
1775441658816,103,1,-0.000483307,-0.103473,0.239089,0.239541,0.239966,0.240364,0.04,2.77065,2.86858,101,358.802
1775441658948,104,1,0.000398206,-0.109087,0.278888,0.279535,0.280139,0.2807,0.04,2.86858,2.96587,101,358.451
1775441659058,105,1,0.00138359,-0.114645,0.324233,0.32515,0.325999,0.326781,0.04,2.96587,3.05539,101,358.794
1775441659175,106,1,0.00265416,-0.120207,0.358726,0.359902,0.360988,0.361981,0.04,3.05539,3.12361,101,358.896
1775441659289,107,1,0.00384623,-0.126913,0.407649,0.40925,0.410719,0.412051,0.04,3.12361,3.23048,101,359.49
1775441659423,108,1,0.00469898,-0.132341,0.454974,0.457052,0.458944,0.460647,0.04,3.23048,3.32603,102,359.656
1775441659568,109,1,0.00578025,-0.139662,0.513054,0.515839,0.518359,0.520608,0.04,3.32603,3.45871,102,359.605
1775441659667,110,1,0.00624402,-0.145492,0.571223,0.574813,0.578039,0.580889,0.04,3.45871,3.59377,102,359.829
1775441659771,111,1,0.00669905,-0.148276,0.608051,0.612191,0.615892,0.619139,0.04,3.59377,3.64364,102,359.762
1775441659948,112,1,0.0073655,-0.151933,0.647353,0.652158,0.656432,0.660157,0.04,3.64364,3.70294,102,359.625
1775441660081,113,1,0.00741622,-0.152705,0.679482,0.68479,0.689485,0.693542,0.04,3.70294,3.72556,102,358.976
1775441660195,114,1,0.00728536,-0.155358,0.739357,0.745731,0.751314,0.756072,0.04,3.72556,3.81607,102,358.059
1775441660311,115,1,0.00611674,-0.153585,0.761018,0.767673,0.773463,0.778352,0.04,3.81607,3.85232,103,357.806
1775441660434,116,1,0.00565245,-0.151193,0.792332,0.799402,0.805492,0.810561,0.04,3.85232,3.82478,103,357.438
1775441660556,117,1,0.00665567,-0.156121,0.872662,0.881493,0.889013,0.89516,0.04,3.82478,3.90193,103,355.672
1775441660668,118,1,0.00638735,-0.153568,0.903378,0.912643,0.920448,0.926727,0.04,3.90193,3.85641,103,354.92
1775441660771,119,1,0.0058626,-0.151101,0.94023,0.950053,0.958223,0.964667,0.04,3.85641,3.83188,103,353.282
1775441660879,120,1,0.00457242,-0.142686,0.949028,0.958397,0.966059,0.971941,0.04,3.83188,3.69468,102,352.45
1775441660988,121,1,0.00362385,-0.134731,0.952103,0.960935,0.968036,0.973338,0.04,3.69468,3.54538,102,352.015
1775441661093,122,1,0.00224482,-0.124826,0.967426,0.97577,0.982288,0.986918,0.04,3.54538,3.37499,102,350.595
1775441661210,123,1,0.00147148,-0.120732,0.989181,0.997557,1.00398,1.00837,0.04,3.37499,3.32106,102,349.869
1775441661310,124,1,0.00118409,-0.114387,1.0174,1.0257,1.03186,1.03582,0.04,3.32106,3.17375,101,348.429
1775441661430,125,1,0.000955725,-0.108576,1.03471,1.04276,1.04857,1.05206,0.04,3.17375,3.03498,101,347.626
1775441661543,126,1,-0.000950583,-0.0947354,1.03522,1.04209,1.0467,1.049,0.04,3.03498,2.79203,101,347.462
1775441661658,127,1,-0.00224869,-0.0854625,1.038,1.0441,1.04792,1.04942,0.04,2.79203,2.6311,100,346.896
1775441661781,128,1,-0.00386875,-0.07198,1.03611,1.04105,1.04371,1.04407,0.04,2.6311,2.37772,100,345.878
1775441661896,129,1,-0.0055713,-0.0576702,1.03669,1.04041,1.04186,1.04101,0.04,2.37772,2.10805,100,344.703
1775441662040,130,1,-0.00847526,-0.0383274,1.01435,1.01637,1.01626,1.01403,0.04,2.10805,1.78151,99,343.448
1775441662162,131,1,-0.0113083,-0.0177195,0.984958,0.985329,0.983763,0.980274,0.04,1.78151,1.41481,99,342.218
1775441662283,132,1,-0.013391,0.000551313,0.966589,0.965634,0.962858,0.958287,0.04,1.41481,1.06141,98,341.134
1775441662405,133,1,-0.0158832,0.0206873,0.930948,0.928735,0.924908,0.919501,0.04,1.06141,0.683016,98,340.77
1775441662525,134,1,-0.01824,0.0407691,0.898172,0.894876,0.890146,0.884019,0.04,0.683016,0.297332,97,341.318
1775441662632,135,1,-0.0193679,0.0551013,0.884637,0.880574,0.875153,0.868416,0.04,0.297332,-0.0145651,97,342.357
1775441662752,136,1,-0.0205362,0.0693843,0.856797,0.852184,0.84635,0.839336,0.04,-0.0145651,-0.324576,97,342.442
1775441662888,137,1,-0.0200487,0.0812538,0.849557,0.844354,0.837971,0.830454,0.04,-0.324576,-0.680427,96,342.183
1775441663017,138,1,-0.0202615,0.093976,0.835648,0.829922,0.823086,0.815185,0.04,-0.680427,-1.01202,96,342.872
1775441663132,139,1,-0.0187649,0.100487,0.845275,0.839041,0.831665,0.823199,0.04,-1.01202,-1.29004,95,343.133
1775441663277,140,1,-0.0173484,0.106508,0.853898,0.847182,0.839296,0.830298,0.04,-1.29004,-1.54941,95,344.365
1775441663391,141,1,-0.0161054,0.116793,0.854464,0.847139,0.838656,0.829076,0.04,-1.54941,-1.91335,95,346.499
1775441663520,142,1,-0.0152645,0.123271,0.858336,0.85056,0.841619,0.831578,0.04,-1.91335,-2.14611,94,347.813
1775441663643,143,1,-0.0155559,0.135975,0.847885,0.839568,0.830147,0.819687,0.04,-2.14611,-2.47123,94,349.315
1775441663766,144,1,-0.0155468,0.148069,0.835219,0.826473,0.816687,0.805929,0.04,-2.47123,-2.80091,93,350.221
1775441663891,145,1,-0.0155906,0.160769,0.815717,0.806695,0.796722,0.785862,0.04,-2.80091,-3.14436,93,351.037
